definition,lib,category,uuid,axes,regime,latency_us,mfu,mfu_ceiling,bandwidth_utilization,sol_efficiency,ai,t_sol_us,flops,bytes,peak
065_sparse_expert_dispatch_and_combine,torch,Contest,389f8338-efe6-596d-86a2-ee618d31e6c6,"{""num_tokens"": 2400}",memory,24065.718587239582,0.020154316499752925,0.24140162977209656,0.08348873418452187,0.08348873418452185,71.26752592376224,2009.216382089552,479692800000,6730874880,989000000000000.0
069_rms_norm,flashinfer,L1,1f7dd819-0581-501f-8e0f-f9e47adf0afb,"{""batch_size"": 1, ""seq_len"": 8192}",memory,101.61706606547038,0.0033387734274965618,0.0028226016967453317,1.182870906421694,1.182870906421694,0.8332994262928755,120.19987104477612,335544320,402669568,989000000000000.0
069_rms_norm,flashinfer,L1,88455f28-2f3b-5ee8-af94-881393160b1c,"{""batch_size"": 8, ""seq_len"": 128}",memory,21.510400374730427,0.001971583246063865,0.0028217979946676707,0.6986975147723368,0.6986975147723368,0.8330621542466645,15.02926328358209,41943040,50348032,989000000000000.0
069_rms_norm,flashinfer,L1,9462f440-4f3b-51d2-b71f-af0540a94498,"{""batch_size"": 1, ""seq_len"": 1024}",memory,29.51573332150777,0.0014368453777850421,0.0028217979946676707,0.5091949815331351,0.5091949815331351,0.8330621542466645,15.02926328358209,41943040,50348032,989000000000000.0
081_moe_sparse_expert_dispatch,torch,Contest,b88323ee-9a28-5b47-a35b-a5346efea2c2,"{""num_tokens"": 10240}",balanced,8334.058634440104,0.38835132813185275,1.0,0.2720301492672024,0.3883513281318527,421.462791660914,3236.542739413549,3200940769280,7594835968,989000000000000.0
081_moe_sparse_expert_dispatch,torch,Contest,b650540d-3d34-5591-906b-33cbf59a2b0e,"{""num_tokens"": 1152}",memory,3818.383026123047,0.0953573949216196,0.25322436888906086,0.3765727419520048,0.3765727419520048,74.75788084515857,1437.8989659701492,360105836544,4816961536,989000000000000.0
081_moe_sparse_expert_dispatch,torch,Contest,a601dc5f-5cc1-5c2d-8964-a6f9cdfbc5ee,"{""num_tokens"": 1248}",memory,3564.872487386068,0.11065014183866595,0.2726653891944232,0.4058092674159213,0.4058092674159213,80.49733430247299,1446.6582925373134,390114656256,4846305280,989000000000000.0
082_moe_layer_complete_forward_with_residual,torch,Contest,fc9a1750-e82c-59d0-8059-2e826de61c06,"{""batch_seq_len"": 4093}",balanced,6268.5089111328125,0.2815486271727907,0.6399614497472396,0.43994623001743577,0.43994623001743577,188.9319026268716,2757.806863283582,1745476287488,9238652992,989000000000000.0
082_moe_layer_complete_forward_with_residual,torch,Contest,a0d8e70e-83c4-5417-b7a0-914189e09503,"{""batch_seq_len"": 1440}",memory,3377.6885986328125,0.1838310218124584,0.25442768307967767,0.722527594431967,0.722527594431967,75.11312793008992,2440.4732179104476,614093783040,8175585280,989000000000000.0
082_moe_layer_complete_forward_with_residual,torch,Contest,97873ba2-c85d-5ae6-8d12-44a3fd47ea12,"{""batch_seq_len"": 7168}",balanced,7732.830810546875,0.3997011570611467,0.9888675336064711,0.4042009101091708,0.40420091010917075,291.93731066770147,3125.6172513432834,3056822386688,10470817792,989000000000000.0
092_gqa_attention_with_qk_norm,flash_attn,L1,c92bb0a5-0dff-5559-921c-3f4e48c6ec5d,"{""batch_size"": 1, ""seq_len"": 512}",balanced,420.9034601847331,0.2838174255175791,1.0,0.1712473349334322,0.2838174255175791,489.290427643297,119.4597364610718,118145679360.0,241463296,989000000000000.0
092_gqa_attention_with_qk_norm,flash_attn,L1,d30e1ce8-92e4-570b-a489-bcdb3170de61,"{""batch_size"": 4, ""seq_len"": 512}",compute,842.8501129150391,0.566932291426832,1.0,0.11030652123786186,0.566932291426832,1517.33505174976,477.8389458442872,472582717440.0,311455744,989000000000000.0
092_gqa_attention_with_qk_norm,flash_attn,L1,1e96cc88-5675-52ff-a563-8a51a889e1fe,"{""batch_size"": 4, ""seq_len"": 293}",compute,525.3386815388998,0.5083820804901721,1.0,0.15429317274497434,0.508382080490172,972.7360450119544,267.0727718827098,264134971392.0,271538176,989000000000000.0
